序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期后区开奖号,是否正确,正确的球,正确率
3367,25121,倒数4期两球组合,50,第1名,8,25122,5 4,否,,0%
3368,25121,倒数4期两球组合,50,最后1名,7,25122,5 4,否,,0%
3369,25121,倒数5期两球组合,50,第1名,11,25122,5 4,否,,0%
3370,25121,倒数5期两球组合,50,最后1名,8,25122,5 4,否,,0%
3371,25121,最新一期两球组合,30,第1名,8,25122,5 4,否,,0%
3372,25121,最新一期两球组合,30,最后1名,11,25122,5 4,否,,0%
3373,25121,倒数2期两球组合,30,第1名,3,25122,5 4,否,,0%
3374,25121,倒数2期两球组合,30,最后1名,12,25122,5 4,否,,0%
3375,25121,倒数3期两球组合,30,第1名,8,25122,5 4,否,,0%
3376,25121,倒数3期两球组合,30,最后1名,2,25122,5 4,否,,0%
3377,25121,倒数4期两球组合,30,第1名,11,25122,5 4,否,,0%
3378,25121,倒数4期两球组合,30,最后1名,7,25122,5 4,否,,0%
3379,25121,倒数5期两球组合,30,第1名,9 12,25122,5 4,否,,0%
3380,25121,倒数5期两球组合,30,最后1名,4,25122,5 4,是,4,100.0%
3381,25121,最新一期两球组合,20,第1名,4 5,25122,5 4,是,4 5,100.0%
3382,25121,最新一期两球组合,20,最后1名,11,25122,5 4,否,,0%
3383,25121,倒数2期两球组合,20,第1名,3,25122,5 4,否,,0%
3384,25121,倒数2期两球组合,20,最后1名,1 7 9 11 12,25122,5 4,否,,0%
3385,25121,倒数3期两球组合,20,第1名,1,25122,5 4,否,,0%
3386,25121,倒数3期两球组合,20,最后1名,2,25122,5 4,否,,0%
3387,25121,倒数4期两球组合,20,第1名,8,25122,5 4,否,,0%
3388,25121,倒数4期两球组合,20,最后1名,4,25122,5 4,是,4,100.0%
3389,25121,倒数5期两球组合,20,第1名,5 11,25122,5 4,是,5,50.0%
3390,25121,倒数5期两球组合,20,最后1名,2 8 9,25122,5 4,否,,0%
3391,25121,最新一期两球组合,10,第1名,1 8,25122,5 4,否,,0%
3392,25121,最新一期两球组合,10,最后1名,10,25122,5 4,否,,0%
3393,25121,倒数2期两球组合,10,第1名,3,25122,5 4,否,,0%
3394,25121,倒数2期两球组合,10,最后1名,7 8 9,25122,5 4,否,,0%
3395,25121,倒数3期两球组合,10,第1名,9,25122,5 4,否,,0%
3396,25121,倒数3期两球组合,10,最后1名,2,25122,5 4,否,,0%
3397,25121,倒数4期两球组合,10,第1名,5 8,25122,5 4,是,5,50.0%
3398,25121,倒数4期两球组合,10,最后1名,4 12,25122,5 4,是,4,50.0%
3399,25121,倒数5期两球组合,10,第1名,11,25122,5 4,否,,0%
3400,25121,倒数5期两球组合,10,最后1名,2,25122,5 4,否,,0%
3401,25120,最新一期两球组合,50,第1名,1,25121,12 7,否,,0%
3402,25120,最新一期两球组合,50,最后1名,6,25121,12 7,否,,0%
3403,25120,倒数2期两球组合,50,第1名,2,25121,12 7,否,,0%
3404,25120,倒数2期两球组合,50,最后1名,10,25121,12 7,否,,0%
3405,25120,倒数3期两球组合,50,第1名,5,25121,12 7,否,,0%
3406,25120,倒数3期两球组合,50,最后1名,8,25121,12 7,否,,0%
3407,25120,倒数4期两球组合,50,第1名,5,25121,12 7,否,,0%
3408,25120,倒数4期两球组合,50,最后1名,1,25121,12 7,否,,0%
3409,25120,倒数5期两球组合,50,第1名,2,25121,12 7,否,,0%
3410,25120,倒数5期两球组合,50,最后1名,12,25121,12 7,是,12,100.0%
3411,25120,最新一期两球组合,30,第1名,2,25121,12 7,否,,0%
3412,25120,最新一期两球组合,30,最后1名,3 8,25121,12 7,否,,0%
3413,25120,倒数2期两球组合,30,第1名,7,25121,12 7,是,7,100.0%
3414,25120,倒数2期两球组合,30,最后1名,11,25121,12 7,否,,0%
3415,25120,倒数3期两球组合,30,第1名,5,25121,12 7,否,,0%
3416,25120,倒数3期两球组合,30,最后1名,8,25121,12 7,否,,0%
3417,25120,倒数4期两球组合,30,第1名,12,25121,12 7,是,12,100.0%
3418,25120,倒数4期两球组合,30,最后1名,10,25121,12 7,否,,0%
3419,25120,倒数5期两球组合,30,第1名,2,25121,12 7,否,,0%
3420,25120,倒数5期两球组合,30,最后1名,7 12,25121,12 7,是,7 12,100.0%
3421,25120,最新一期两球组合,20,第1名,1 12,25121,12 7,是,12,50.0%
3422,25120,最新一期两球组合,20,最后1名,6 11,25121,12 7,否,,0%
3423,25120,倒数2期两球组合,20,第1名,7 12,25121,12 7,是,7 12,100.0%
3424,25120,倒数2期两球组合,20,最后1名,5,25121,12 7,否,,0%
3425,25120,倒数3期两球组合,20,第1名,5,25121,12 7,否,,0%
3426,25120,倒数3期两球组合,20,最后1名,8,25121,12 7,否,,0%
3427,25120,倒数4期两球组合,20,第1名,11,25121,12 7,否,,0%
3428,25120,倒数4期两球组合,20,最后1名,7,25121,12 7,是,7,100.0%
3429,25120,倒数5期两球组合,20,第1名,2,25121,12 7,否,,0%
3430,25120,倒数5期两球组合,20,最后1名,12,25121,12 7,是,12,100.0%
3431,25120,最新一期两球组合,10,第1名,2 12,25121,12 7,是,12,50.0%
3432,25120,最新一期两球组合,10,最后1名,9,25121,12 7,否,,0%
3433,25120,倒数2期两球组合,10,第1名,12,25121,12 7,是,12,100.0%
3434,25120,倒数2期两球组合,10,最后1名,4 5,25121,12 7,否,,0%
3435,25120,倒数3期两球组合,10,第1名,4 5,25121,12 7,否,,0%
3436,25120,倒数3期两球组合,10,最后1名,8,25121,12 7,否,,0%
3437,25120,倒数4期两球组合,10,第1名,8 12,25121,12 7,是,12,50.0%
3438,25120,倒数4期两球组合,10,最后1名,3 4 9,25121,12 7,否,,0%
3439,25120,倒数5期两球组合,10,第1名,3,25121,12 7,否,,0%
3440,25120,倒数5期两球组合,10,最后1名,12,25121,12 7,是,12,100.0%
3441,25119,最新一期两球组合,50,第1名,10,25120,8 2,否,,0%
3442,25119,最新一期两球组合,50,最后1名,6,25120,8 2,否,,0%
3443,25119,倒数2期两球组合,50,第1名,2,25120,8 2,是,2,100.0%
3444,25119,倒数2期两球组合,50,最后1名,12,25120,8 2,否,,0%
3445,25119,倒数3期两球组合,50,第1名,4,25120,8 2,否,,0%
3446,25119,倒数3期两球组合,50,最后1名,12,25120,8 2,否,,0%
3447,25119,倒数4期两球组合,50,第1名,11,25120,8 2,否,,0%
3448,25119,倒数4期两球组合,50,最后1名,6 10,25120,8 2,否,,0%
3449,25119,倒数5期两球组合,50,第1名,3,25120,8 2,否,,0%
3450,25119,倒数5期两球组合,50,最后1名,11,25120,8 2,否,,0%
3451,25119,最新一期两球组合,30,第1名,10,25120,8 2,否,,0%
3452,25119,最新一期两球组合,30,最后1名,11,25120,8 2,否,,0%
3453,25119,倒数2期两球组合,30,第1名,9 11,25120,8 2,否,,0%
3454,25119,倒数2期两球组合,30,最后1名,1 2 3 4 8,25120,8 2,是,2 8,40.0%
3455,25119,倒数3期两球组合,30,第1名,4,25120,8 2,否,,0%
3456,25119,倒数3期两球组合,30,最后1名,3,25120,8 2,否,,0%
3457,25119,倒数4期两球组合,30,第1名,4,25120,8 2,否,,0%
3458,25119,倒数4期两球组合,30,最后1名,8,25120,8 2,是,8,100.0%
3459,25119,倒数5期两球组合,30,第1名,4,25120,8 2,否,,0%
3460,25119,倒数5期两球组合,30,最后1名,3,25120,8 2,否,,0%
3461,25119,最新一期两球组合,20,第1名,10,25120,8 2,否,,0%
3462,25119,最新一期两球组合,20,最后1名,6 12,25120,8 2,否,,0%
3463,25119,倒数2期两球组合,20,第1名,9,25120,8 2,否,,0%
3464,25119,倒数2期两球组合,20,最后1名,2 7,25120,8 2,是,2,50.0%
3465,25119,倒数3期两球组合,20,第1名,4 11,25120,8 2,否,,0%
3466,25119,倒数3期两球组合,20,最后1名,3 12,25120,8 2,否,,0%
3467,25119,倒数4期两球组合,20,第1名,4,25120,8 2,否,,0%
3468,25119,倒数4期两球组合,20,最后1名,7,25120,8 2,否,,0%
3469,25119,倒数5期两球组合,20,第1名,4,25120,8 2,否,,0%
3470,25119,倒数5期两球组合,20,最后1名,11,25120,8 2,否,,0%
3471,25119,最新一期两球组合,10,第1名,12,25120,8 2,否,,0%
3472,25119,最新一期两球组合,10,最后1名,1 3 6,25120,8 2,否,,0%
3473,25119,倒数2期两球组合,10,第1名,9,25120,8 2,否,,0%
3474,25119,倒数2期两球组合,10,最后1名,4 6 7 11,25120,8 2,否,,0%
3475,25119,倒数3期两球组合,10,第1名,4 6 9,25120,8 2,否,,0%
3476,25119,倒数3期两球组合,10,最后1名,3 12,25120,8 2,否,,0%
3477,25119,倒数4期两球组合,10,第1名,1,25120,8 2,否,,0%
3478,25119,倒数4期两球组合,10,最后1名,2,25120,8 2,是,2,100.0%
3479,25119,倒数5期两球组合,10,第1名,7,25120,8 2,否,,0%
3480,25119,倒数5期两球组合,10,最后1名,3 5 10 11,25120,8 2,否,,0%
3481,25118,最新一期两球组合,50,第1名,1,25119,7 1,是,1,100.0%
3482,25118,最新一期两球组合,50,最后1名,3,25119,7 1,否,,0%
3483,25118,倒数2期两球组合,50,第1名,8 9,25119,7 1,否,,0%
3484,25118,倒数2期两球组合,50,最后1名,2,25119,7 1,否,,0%
3485,25118,倒数3期两球组合,50,第1名,1,25119,7 1,是,1,100.0%
3486,25118,倒数3期两球组合,50,最后1名,5 8,25119,7 1,否,,0%
3487,25118,倒数4期两球组合,50,第1名,9,25119,7 1,否,,0%
3488,25118,倒数4期两球组合,50,最后1名,8,25119,7 1,否,,0%
3489,25118,倒数5期两球组合,50,第1名,3,25119,7 1,否,,0%
3490,25118,倒数5期两球组合,50,最后1名,11,25119,7 1,否,,0%
3491,25118,最新一期两球组合,30,第1名,1,25119,7 1,是,1,100.0%
3492,25118,最新一期两球组合,30,最后1名,7,25119,7 1,是,7,100.0%
3493,25118,倒数2期两球组合,30,第1名,4,25119,7 1,否,,0%
3494,25118,倒数2期两球组合,30,最后1名,5 7,25119,7 1,是,7,50.0%
3495,25118,倒数3期两球组合,30,第1名,1,25119,7 1,是,1,100.0%
3496,25118,倒数3期两球组合,30,最后1名,8 11,25119,7 1,否,,0%
3497,25118,倒数4期两球组合,30,第1名,5,25119,7 1,否,,0%
3498,25118,倒数4期两球组合,30,最后1名,8,25119,7 1,否,,0%
3499,25118,倒数5期两球组合,30,第1名,4,25119,7 1,否,,0%
3500,25118,倒数5期两球组合,30,最后1名,3 12,25119,7 1,否,,0%
3501,25118,最新一期两球组合,20,第1名,4,25119,7 1,否,,0%
3502,25118,最新一期两球组合,20,最后1名,7,25119,7 1,是,7,100.0%
3503,25118,倒数2期两球组合,20,第1名,8,25119,7 1,否,,0%
3504,25118,倒数2期两球组合,20,最后1名,5,25119,7 1,否,,0%
3505,25118,倒数3期两球组合,20,第1名,1,25119,7 1,是,1,100.0%
3506,25118,倒数3期两球组合,20,最后1名,8 11,25119,7 1,否,,0%
3507,25118,倒数4期两球组合,20,第1名,5,25119,7 1,否,,0%
3508,25118,倒数4期两球组合,20,最后1名,10 11,25119,7 1,否,,0%
3509,25118,倒数5期两球组合,20,第1名,4,25119,7 1,否,,0%
3510,25118,倒数5期两球组合,20,最后1名,11,25119,7 1,否,,0%
3511,25118,最新一期两球组合,10,第1名,6 9,25119,7 1,否,,0%
3512,25118,最新一期两球组合,10,最后1名,7 12,25119,7 1,是,7,50.0%
3513,25118,倒数2期两球组合,10,第1名,9,25119,7 1,否,,0%
3514,25118,倒数2期两球组合,10,最后1名,4 7 10,25119,7 1,是,7,33.3%
3515,25118,倒数3期两球组合,10,第1名,1,25119,7 1,是,1,100.0%
3516,25118,倒数3期两球组合,10,最后1名,8 11,25119,7 1,否,,0%
3517,25118,倒数4期两球组合,10,第1名,5,25119,7 1,否,,0%
3518,25118,倒数4期两球组合,10,最后1名,10,25119,7 1,否,,0%
3519,25118,倒数5期两球组合,10,第1名,12,25119,7 1,否,,0%
3520,25118,倒数5期两球组合,10,最后1名,1 3 10 11,25119,7 1,是,1,25.0%
3521,25117,最新一期两球组合,50,第1名,12,25118,4 5,否,,0%
3522,25117,最新一期两球组合,50,最后1名,3 4 6,25118,4 5,是,4,33.3%
3523,25117,倒数2期两球组合,50,第1名,8 12,25118,4 5,否,,0%
3524,25117,倒数2期两球组合,50,最后1名,3,25118,4 5,否,,0%
3525,25117,倒数3期两球组合,50,第1名,5,25118,4 5,是,5,100.0%
3526,25117,倒数3期两球组合,50,最后1名,8 9 11 12,25118,4 5,否,,0%
3527,25117,倒数4期两球组合,50,第1名,12,25118,4 5,否,,0%
3528,25117,倒数4期两球组合,50,最后1名,8,25118,4 5,否,,0%
3529,25117,倒数5期两球组合,50,第1名,7,25118,4 5,否,,0%
3530,25117,倒数5期两球组合,50,最后1名,2,25118,4 5,否,,0%
3531,25117,最新一期两球组合,30,第1名,4,25118,4 5,是,4,100.0%
3532,25117,最新一期两球组合,30,最后1名,1,25118,4 5,否,,0%
3533,25117,倒数2期两球组合,30,第1名,3,25118,4 5,否,,0%
3534,25117,倒数2期两球组合,30,最后1名,5 6,25118,4 5,是,5,50.0%
3535,25117,倒数3期两球组合,30,第1名,5,25118,4 5,是,5,100.0%
3536,25117,倒数3期两球组合,30,最后1名,4 10,25118,4 5,是,4,50.0%
3537,25117,倒数4期两球组合,30,第1名,6,25118,4 5,否,,0%
3538,25117,倒数4期两球组合,30,最后1名,8,25118,4 5,否,,0%
3539,25117,倒数5期两球组合,30,第1名,7,25118,4 5,否,,0%
3540,25117,倒数5期两球组合,30,最后1名,12,25118,4 5,否,,0%
3541,25117,最新一期两球组合,20,第1名,12,25118,4 5,否,,0%
3542,25117,最新一期两球组合,20,最后1名,1,25118,4 5,否,,0%
3543,25117,倒数2期两球组合,20,第1名,3,25118,4 5,否,,0%
3544,25117,倒数2期两球组合,20,最后1名,7,25118,4 5,否,,0%
3545,25117,倒数3期两球组合,20,第1名,5,25118,4 5,是,5,100.0%
3546,25117,倒数3期两球组合,20,最后1名,4 9 11,25118,4 5,是,4,33.3%
3547,25117,倒数4期两球组合,20,第1名,2 6,25118,4 5,否,,0%
3548,25117,倒数4期两球组合,20,最后1名,4 11,25118,4 5,是,4,50.0%
3549,25117,倒数5期两球组合,20,第1名,7,25118,4 5,否,,0%
3550,25117,倒数5期两球组合,20,最后1名,12,25118,4 5,否,,0%
3551,25117,最新一期两球组合,10,第1名,11,25118,4 5,否,,0%
3552,25117,最新一期两球组合,10,最后1名,3 8,25118,4 5,否,,0%
3553,25117,倒数2期两球组合,10,第1名,3,25118,4 5,否,,0%
3554,25117,倒数2期两球组合,10,最后1名,11,25118,4 5,否,,0%
3555,25117,倒数3期两球组合,10,第1名,5,25118,4 5,是,5,100.0%
3556,25117,倒数3期两球组合,10,最后1名,3 11,25118,4 5,否,,0%
3557,25117,倒数4期两球组合,10,第1名,6,25118,4 5,否,,0%
3558,25117,倒数4期两球组合,10,最后1名,1 10,25118,4 5,否,,0%
3559,25117,倒数5期两球组合,10,第1名,11,25118,4 5,否,,0%
3560,25117,倒数5期两球组合,10,最后1名,3 9 12,25118,4 5,否,,0%
3561,25116,最新一期两球组合,50,第1名,7,25117,7 5,是,7,100.0%
3562,25116,最新一期两球组合,50,最后1名,6,25117,7 5,否,,0%
3563,25116,倒数2期两球组合,50,第1名,9,25117,7 5,否,,0%
3564,25116,倒数2期两球组合,50,最后1名,4,25117,7 5,否,,0%
3565,25116,倒数3期两球组合,50,第1名,6 12,25117,7 5,否,,0%
3566,25116,倒数3期两球组合,50,最后1名,11,25117,7 5,否,,0%
3567,25116,倒数4期两球组合,50,第1名,7,25117,7 5,是,7,100.0%
3568,25116,倒数4期两球组合,50,最后1名,5 6,25117,7 5,是,5,50.0%
3569,25116,倒数5期两球组合,50,第1名,2,25117,7 5,否,,0%
3570,25116,倒数5期两球组合,50,最后1名,6 10,25117,7 5,否,,0%
3571,25116,最新一期两球组合,30,第1名,7,25117,7 5,是,7,100.0%
3572,25116,最新一期两球组合,30,最后1名,6,25117,7 5,否,,0%
3573,25116,倒数2期两球组合,30,第1名,12,25117,7 5,否,,0%
3574,25116,倒数2期两球组合,30,最后1名,2 8,25117,7 5,否,,0%
3575,25116,倒数3期两球组合,30,第1名,5,25117,7 5,是,5,100.0%
3576,25116,倒数3期两球组合,30,最后1名,4,25117,7 5,否,,0%
3577,25116,倒数4期两球组合,30,第1名,3,25117,7 5,否,,0%
3578,25116,倒数4期两球组合,30,最后1名,5,25117,7 5,是,5,100.0%
3579,25116,倒数5期两球组合,30,第1名,5,25117,7 5,是,5,100.0%
3580,25116,倒数5期两球组合,30,最后1名,11,25117,7 5,否,,0%
3581,25116,最新一期两球组合,20,第1名,5,25117,7 5,是,5,100.0%
3582,25116,最新一期两球组合,20,最后1名,6,25117,7 5,否,,0%
3583,25116,倒数2期两球组合,20,第1名,12,25117,7 5,否,,0%
3584,25116,倒数2期两球组合,20,最后1名,8,25117,7 5,否,,0%
3585,25116,倒数3期两球组合,20,第1名,8,25117,7 5,否,,0%
3586,25116,倒数3期两球组合,20,最后1名,4 9 11,25117,7 5,否,,0%
3587,25116,倒数4期两球组合,20,第1名,3,25117,7 5,否,,0%
3588,25116,倒数4期两球组合,20,最后1名,5,25117,7 5,是,5,100.0%
3589,25116,倒数5期两球组合,20,第1名,5,25117,7 5,是,5,100.0%
3590,25116,倒数5期两球组合,20,最后1名,11,25117,7 5,否,,0%
3591,25116,最新一期两球组合,10,第1名,5,25117,7 5,是,5,100.0%
3592,25116,最新一期两球组合,10,最后1名,2 4 11 12,25117,7 5,否,,0%
3593,25116,倒数2期两球组合,10,第1名,12,25117,7 5,否,,0%
3594,25116,倒数2期两球组合,10,最后1名,8 10,25117,7 5,否,,0%
3595,25116,倒数3期两球组合,10,第1名,12,25117,7 5,否,,0%
3596,25116,倒数3期两球组合,10,最后1名,3 11,25117,7 5,否,,0%
3597,25116,倒数4期两球组合,10,第1名,7,25117,7 5,是,7,100.0%
3598,25116,倒数4期两球组合,10,最后1名,8 9,25117,7 5,否,,0%
3599,25116,倒数5期两球组合,10,第1名,4,25117,7 5,否,,0%
3600,25116,倒数5期两球组合,10,最后1名,12,25117,7 5,否,,0%
3601,25115,最新一期两球组合,50,第1名,5,25116,12 8,否,,0%
3602,25115,最新一期两球组合,50,最后1名,6,25116,12 8,否,,0%
3603,25115,倒数2期两球组合,50,第1名,6,25116,12 8,否,,0%
3604,25115,倒数2期两球组合,50,最后1名,4,25116,12 8,否,,0%
3605,25115,倒数3期两球组合,50,第1名,4,25116,12 8,否,,0%
3606,25115,倒数3期两球组合,50,最后1名,10,25116,12 8,否,,0%
3607,25115,倒数4期两球组合,50,第1名,1,25116,12 8,否,,0%
3608,25115,倒数4期两球组合,50,最后1名,2,25116,12 8,否,,0%
3609,25115,倒数5期两球组合,50,第1名,1 8,25116,12 8,是,8,50.0%
3610,25115,倒数5期两球组合,50,最后1名,4,25116,12 8,否,,0%
3611,25115,最新一期两球组合,30,第1名,5,25116,12 8,否,,0%
3612,25115,最新一期两球组合,30,最后1名,6 12,25116,12 8,是,12,50.0%
3613,25115,倒数2期两球组合,30,第1名,9,25116,12 8,否,,0%
3614,25115,倒数2期两球组合,30,最后1名,2 8,25116,12 8,是,8,50.0%
3615,25115,倒数3期两球组合,30,第1名,1 2 4,25116,12 8,否,,0%
3616,25115,倒数3期两球组合,30,最后1名,12,25116,12 8,是,12,100.0%
3617,25115,倒数4期两球组合,30,第1名,12,25116,12 8,是,12,100.0%
3618,25115,倒数4期两球组合,30,最后1名,2,25116,12 8,否,,0%
3619,25115,倒数5期两球组合,30,第1名,1,25116,12 8,否,,0%
3620,25115,倒数5期两球组合,30,最后1名,3 8,25116,12 8,是,8,50.0%
3621,25115,最新一期两球组合,20,第1名,7,25116,12 8,否,,0%
3622,25115,最新一期两球组合,20,最后1名,4,25116,12 8,否,,0%
3623,25115,倒数2期两球组合,20,第1名,12,25116,12 8,是,12,100.0%
3624,25115,倒数2期两球组合,20,最后1名,8,25116,12 8,是,8,100.0%
3625,25115,倒数3期两球组合,20,第1名,4,25116,12 8,否,,0%
3626,25115,倒数3期两球组合,20,最后1名,6 9,25116,12 8,否,,0%
3627,25115,倒数4期两球组合,20,第1名,12,25116,12 8,是,12,100.0%
3628,25115,倒数4期两球组合,20,最后1名,5,25116,12 8,否,,0%
3629,25115,倒数5期两球组合,20,第1名,10,25116,12 8,否,,0%
3630,25115,倒数5期两球组合,20,最后1名,3,25116,12 8,否,,0%
3631,25115,最新一期两球组合,10,第1名,5,25116,12 8,否,,0%
3632,25115,最新一期两球组合,10,最后1名,12,25116,12 8,是,12,100.0%
3633,25115,倒数2期两球组合,10,第1名,12,25116,12 8,是,12,100.0%
3634,25115,倒数2期两球组合,10,最后1名,1 8 10,25116,12 8,是,8,33.3%
3635,25115,倒数3期两球组合,10,第1名,12,25116,12 8,是,12,100.0%
3636,25115,倒数3期两球组合,10,最后1名,9,25116,12 8,否,,0%
3637,25115,倒数4期两球组合,10,第1名,12,25116,12 8,是,12,100.0%
3638,25115,倒数4期两球组合,10,最后1名,7 10,25116,12 8,否,,0%
3639,25115,倒数5期两球组合,10,第1名,8,25116,12 8,是,8,100.0%
3640,25115,倒数5期两球组合,10,最后1名,10,25116,12 8,否,,0%
3641,25114,最新一期两球组合,50,第1名,5,25115,5 1,是,5,100.0%
3642,25114,最新一期两球组合,50,最后1名,6,25115,5 1,否,,0%
3643,25114,倒数2期两球组合,50,第1名,6,25115,5 1,否,,0%
3644,25114,倒数2期两球组合,50,最后1名,1,25115,5 1,是,1,100.0%
3645,25114,倒数3期两球组合,50,第1名,7,25115,5 1,否,,0%
3646,25114,倒数3期两球组合,50,最后1名,4,25115,5 1,否,,0%
3647,25114,倒数4期两球组合,50,第1名,2,25115,5 1,否,,0%
3648,25114,倒数4期两球组合,50,最后1名,3 8,25115,5 1,否,,0%
3649,25114,倒数5期两球组合,50,第1名,8,25115,5 1,否,,0%
3650,25114,倒数5期两球组合,50,最后1名,1,25115,5 1,是,1,100.0%
3651,25114,最新一期两球组合,30,第1名,3,25115,5 1,否,,0%
3652,25114,最新一期两球组合,30,最后1名,6 12,25115,5 1,否,,0%
