序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期前区开奖号,是否正确,正确的球,正确率
3955,25107,倒数3期两球组合,10,第1名,15,25108,21 29 24 18 14,否,,0%
3956,25107,倒数3期两球组合,10,最后1名,30 34 19,25108,21 29 24 18 14,否,,0%
3957,25107,倒数4期两球组合,10,第1名,8,25108,21 29 24 18 14,否,,0%
3958,25107,倒数4期两球组合,10,最后1名,22 23 3,25108,21 29 24 18 14,否,,0%
3959,25107,倒数5期两球组合,10,第1名,33,25108,21 29 24 18 14,否,,0%
3960,25107,倒数5期两球组合,10,最后1名,30,25108,21 29 24 18 14,否,,0%
3961,25106,最新一期两球组合,50,第1名,34,25107,5 7 8 15 33,否,,0%
3962,25106,最新一期两球组合,50,最后1名,26,25107,5 7 8 15 33,否,,0%
3963,25106,倒数2期两球组合,50,第1名,3,25107,5 7 8 15 33,否,,0%
3964,25106,倒数2期两球组合,50,最后1名,6 28,25107,5 7 8 15 33,否,,0%
3965,25106,倒数3期两球组合,50,第1名,6,25107,5 7 8 15 33,否,,0%
3966,25106,倒数3期两球组合,50,最后1名,7,25107,5 7 8 15 33,是,7,100.0%
3967,25106,倒数4期两球组合,50,第1名,32,25107,5 7 8 15 33,否,,0%
3968,25106,倒数4期两球组合,50,最后1名,3,25107,5 7 8 15 33,否,,0%
3969,25106,倒数5期两球组合,50,第1名,29,25107,5 7 8 15 33,否,,0%
3970,25106,倒数5期两球组合,50,最后1名,30,25107,5 7 8 15 33,否,,0%
3971,25106,最新一期两球组合,30,第1名,34,25107,5 7 8 15 33,否,,0%
3972,25106,最新一期两球组合,30,最后1名,30,25107,5 7 8 15 33,否,,0%
3973,25106,倒数2期两球组合,30,第1名,30,25107,5 7 8 15 33,否,,0%
3974,25106,倒数2期两球组合,30,最后1名,29 28,25107,5 7 8 15 33,否,,0%
3975,25106,倒数3期两球组合,30,第1名,6,25107,5 7 8 15 33,否,,0%
3976,25106,倒数3期两球组合,30,最后1名,30 7,25107,5 7 8 15 33,是,7,50.0%
3977,25106,倒数4期两球组合,30,第1名,32,25107,5 7 8 15 33,否,,0%
3978,25106,倒数4期两球组合,30,最后1名,1 5 18,25107,5 7 8 15 33,是,5,33.3%
3979,25106,倒数5期两球组合,30,第1名,29,25107,5 7 8 15 33,否,,0%
3980,25106,倒数5期两球组合,30,最后1名,30,25107,5 7 8 15 33,否,,0%
3981,25106,最新一期两球组合,20,第1名,21,25107,5 7 8 15 33,否,,0%
3982,25106,最新一期两球组合,20,最后1名,30,25107,5 7 8 15 33,否,,0%
3983,25106,倒数2期两球组合,20,第1名,3,25107,5 7 8 15 33,否,,0%
3984,25106,倒数2期两球组合,20,最后1名,34 29 9 4 24,25107,5 7 8 15 33,否,,0%
3985,25106,倒数3期两球组合,20,第1名,6,25107,5 7 8 15 33,否,,0%
3986,25106,倒数3期两球组合,20,最后1名,1,25107,5 7 8 15 33,否,,0%
3987,25106,倒数4期两球组合,20,第1名,32,25107,5 7 8 15 33,否,,0%
3988,25106,倒数4期两球组合,20,最后1名,1 5 2 33 34 16 12,25107,5 7 8 15 33,是,5 33,28.6%
3989,25106,倒数5期两球组合,20,第1名,29,25107,5 7 8 15 33,否,,0%
3990,25106,倒数5期两球组合,20,最后1名,6 32,25107,5 7 8 15 33,否,,0%
3991,25106,最新一期两球组合,10,第1名,25,25107,5 7 8 15 33,否,,0%
3992,25106,最新一期两球组合,10,最后1名,22 29 20,25107,5 7 8 15 33,否,,0%
3993,25106,倒数2期两球组合,10,第1名,6,25107,5 7 8 15 33,否,,0%
3994,25106,倒数2期两球组合,10,最后1名,35,25107,5 7 8 15 33,否,,0%
3995,25106,倒数3期两球组合,10,第1名,26,25107,5 7 8 15 33,否,,0%
3996,25106,倒数3期两球组合,10,最后1名,30 19 28 22 34 25 18 16,25107,5 7 8 15 33,否,,0%
3997,25106,倒数4期两球组合,10,第1名,21,25107,5 7 8 15 33,否,,0%
3998,25106,倒数4期两球组合,10,最后1名,3 18 1,25107,5 7 8 15 33,否,,0%
3999,25106,倒数5期两球组合,10,第1名,29,25107,5 7 8 15 33,否,,0%
4000,25106,倒数5期两球组合,10,最后1名,30,25107,5 7 8 15 33,否,,0%
4001,25105,最新一期两球组合,50,第1名,31,25106,5 6 11 26 29,否,,0%
4002,25105,最新一期两球组合,50,最后1名,14,25106,5 6 11 26 29,否,,0%
4003,25105,倒数2期两球组合,50,第1名,15,25106,5 6 11 26 29,否,,0%
4004,25105,倒数2期两球组合,50,最后1名,20,25106,5 6 11 26 29,否,,0%
4005,25105,倒数3期两球组合,50,第1名,32,25106,5 6 11 26 29,否,,0%
4006,25105,倒数3期两球组合,50,最后1名,12,25106,5 6 11 26 29,否,,0%
4007,25105,倒数4期两球组合,50,第1名,11,25106,5 6 11 26 29,是,11,100.0%
4008,25105,倒数4期两球组合,50,最后1名,35,25106,5 6 11 26 29,否,,0%
4009,25105,倒数5期两球组合,50,第1名,16,25106,5 6 11 26 29,否,,0%
4010,25105,倒数5期两球组合,50,最后1名,33,25106,5 6 11 26 29,否,,0%
4011,25105,最新一期两球组合,30,第1名,28,25106,5 6 11 26 29,否,,0%
4012,25105,最新一期两球组合,30,最后1名,30 33,25106,5 6 11 26 29,否,,0%
4013,25105,倒数2期两球组合,30,第1名,35,25106,5 6 11 26 29,否,,0%
4014,25105,倒数2期两球组合,30,最后1名,32,25106,5 6 11 26 29,否,,0%
4015,25105,倒数3期两球组合,30,第1名,16,25106,5 6 11 26 29,否,,0%
4016,25105,倒数3期两球组合,30,最后1名,12,25106,5 6 11 26 29,否,,0%
4017,25105,倒数4期两球组合,30,第1名,4,25106,5 6 11 26 29,否,,0%
4018,25105,倒数4期两球组合,30,最后1名,35,25106,5 6 11 26 29,否,,0%
4019,25105,倒数5期两球组合,30,第1名,16,25106,5 6 11 26 29,否,,0%
4020,25105,倒数5期两球组合,30,最后1名,33,25106,5 6 11 26 29,否,,0%
4021,25105,最新一期两球组合,20,第1名,28,25106,5 6 11 26 29,否,,0%
4022,25105,最新一期两球组合,20,最后1名,33 23,25106,5 6 11 26 29,否,,0%
4023,25105,倒数2期两球组合,20,第1名,25,25106,5 6 11 26 29,否,,0%
4024,25105,倒数2期两球组合,20,最后1名,6 1,25106,5 6 11 26 29,是,6,50.0%
4025,25105,倒数3期两球组合,20,第1名,25,25106,5 6 11 26 29,否,,0%
4026,25105,倒数3期两球组合,20,最后1名,20,25106,5 6 11 26 29,否,,0%
4027,25105,倒数4期两球组合,20,第1名,34,25106,5 6 11 26 29,否,,0%
4028,25105,倒数4期两球组合,20,最后1名,13,25106,5 6 11 26 29,否,,0%
4029,25105,倒数5期两球组合,20,第1名,16,25106,5 6 11 26 29,否,,0%
4030,25105,倒数5期两球组合,20,最后1名,33,25106,5 6 11 26 29,否,,0%
4031,25105,最新一期两球组合,10,第1名,21,25106,5 6 11 26 29,否,,0%
4032,25105,最新一期两球组合,10,最后1名,12 35,25106,5 6 11 26 29,否,,0%
4033,25105,倒数2期两球组合,10,第1名,25,25106,5 6 11 26 29,否,,0%
4034,25105,倒数2期两球组合,10,最后1名,32,25106,5 6 11 26 29,否,,0%
4035,25105,倒数3期两球组合,10,第1名,25,25106,5 6 11 26 29,否,,0%
4036,25105,倒数3期两球组合,10,最后1名,12 27 6 4,25106,5 6 11 26 29,是,6,25.0%
4037,25105,倒数4期两球组合,10,第1名,25,25106,5 6 11 26 29,否,,0%
4038,25105,倒数4期两球组合,10,最后1名,35,25106,5 6 11 26 29,否,,0%
4039,25105,倒数5期两球组合,10,第1名,25,25106,5 6 11 26 29,否,,0%
4040,25105,倒数5期两球组合,10,最后1名,30,25106,5 6 11 26 29,否,,0%
4041,25104,最新一期两球组合,50,第1名,35,25105,15 16 25 28 34,否,,0%
4042,25104,最新一期两球组合,50,最后1名,7 28 5 27,25105,15 16 25 28 34,是,28,25.0%
4043,25104,倒数2期两球组合,50,第1名,17,25105,15 16 25 28 34,否,,0%
4044,25104,倒数2期两球组合,50,最后1名,23,25105,15 16 25 28 34,否,,0%
4045,25104,倒数3期两球组合,50,第1名,24,25105,15 16 25 28 34,否,,0%
4046,25104,倒数3期两球组合,50,最后1名,19,25105,15 16 25 28 34,否,,0%
4047,25104,倒数4期两球组合,50,第1名,15,25105,15 16 25 28 34,是,15,100.0%
4048,25104,倒数4期两球组合,50,最后1名,34,25105,15 16 25 28 34,是,34,100.0%
4049,25104,倒数5期两球组合,50,第1名,19,25105,15 16 25 28 34,否,,0%
4050,25104,倒数5期两球组合,50,最后1名,7,25105,15 16 25 28 34,否,,0%
4051,25104,最新一期两球组合,30,第1名,35,25105,15 16 25 28 34,否,,0%
4052,25104,最新一期两球组合,30,最后1名,7 29,25105,15 16 25 28 34,否,,0%
4053,25104,倒数2期两球组合,30,第1名,2,25105,15 16 25 28 34,否,,0%
4054,25104,倒数2期两球组合,30,最后1名,11 20 15,25105,15 16 25 28 34,是,15,33.3%
4055,25104,倒数3期两球组合,30,第1名,23,25105,15 16 25 28 34,否,,0%
4056,25104,倒数3期两球组合,30,最后1名,15 35,25105,15 16 25 28 34,是,15,50.0%
4057,25104,倒数4期两球组合,30,第1名,6,25105,15 16 25 28 34,否,,0%
4058,25104,倒数4期两球组合,30,最后1名,34,25105,15 16 25 28 34,是,34,100.0%
4059,25104,倒数5期两球组合,30,第1名,34,25105,15 16 25 28 34,是,34,100.0%
4060,25104,倒数5期两球组合,30,最后1名,7,25105,15 16 25 28 34,否,,0%
4061,25104,最新一期两球组合,20,第1名,16,25105,15 16 25 28 34,是,16,100.0%
4062,25104,最新一期两球组合,20,最后1名,29 34,25105,15 16 25 28 34,是,34,50.0%
4063,25104,倒数2期两球组合,20,第1名,22,25105,15 16 25 28 34,否,,0%
4064,25104,倒数2期两球组合,20,最后1名,21,25105,15 16 25 28 34,否,,0%
4065,25104,倒数3期两球组合,20,第1名,8,25105,15 16 25 28 34,否,,0%
4066,25104,倒数3期两球组合,20,最后1名,27 31 34 35 21 17,25105,15 16 25 28 34,是,34,16.7%
4067,25104,倒数4期两球组合,20,第1名,15,25105,15 16 25 28 34,是,15,100.0%
4068,25104,倒数4期两球组合,20,最后1名,17,25105,15 16 25 28 34,否,,0%
4069,25104,倒数5期两球组合,20,第1名,34,25105,15 16 25 28 34,是,34,100.0%
4070,25104,倒数5期两球组合,20,最后1名,33 5,25105,15 16 25 28 34,否,,0%
4071,25104,最新一期两球组合,10,第1名,17,25105,15 16 25 28 34,否,,0%
4072,25104,最新一期两球组合,10,最后1名,7 13,25105,15 16 25 28 34,否,,0%
4073,25104,倒数2期两球组合,10,第1名,34,25105,15 16 25 28 34,是,34,100.0%
4074,25104,倒数2期两球组合,10,最后1名,18 27 7,25105,15 16 25 28 34,否,,0%
4075,25104,倒数3期两球组合,10,第1名,9,25105,15 16 25 28 34,否,,0%
4076,25104,倒数3期两球组合,10,最后1名,30 4,25105,15 16 25 28 34,否,,0%
4077,25104,倒数4期两球组合,10,第1名,23,25105,15 16 25 28 34,否,,0%
4078,25104,倒数4期两球组合,10,最后1名,34,25105,15 16 25 28 34,是,34,100.0%
4079,25104,倒数5期两球组合,10,第1名,34,25105,15 16 25 28 34,是,34,100.0%
4080,25104,倒数5期两球组合,10,最后1名,3,25105,15 16 25 28 34,否,,0%
4081,25103,最新一期两球组合,50,第1名,4,25104,2 6 9 22 34,否,,0%
4082,25103,最新一期两球组合,50,最后1名,35 13 34 14 17,25104,2 6 9 22 34,是,34,20.0%
4083,25103,倒数2期两球组合,50,第1名,19,25104,2 6 9 22 34,否,,0%
4084,25103,倒数2期两球组合,50,最后1名,28 7,25104,2 6 9 22 34,否,,0%
4085,25103,倒数3期两球组合,50,第1名,33,25104,2 6 9 22 34,否,,0%
4086,25103,倒数3期两球组合,50,最后1名,32 28,25104,2 6 9 22 34,否,,0%
4087,25103,倒数4期两球组合,50,第1名,5,25104,2 6 9 22 34,否,,0%
4088,25103,倒数4期两球组合,50,最后1名,26,25104,2 6 9 22 34,否,,0%
4089,25103,倒数5期两球组合,50,第1名,1,25104,2 6 9 22 34,否,,0%
4090,25103,倒数5期两球组合,50,最后1名,29,25104,2 6 9 22 34,否,,0%
4091,25103,最新一期两球组合,30,第1名,8,25104,2 6 9 22 34,否,,0%
4092,25103,最新一期两球组合,30,最后1名,5 35 29,25104,2 6 9 22 34,否,,0%
4093,25103,倒数2期两球组合,30,第1名,2,25104,2 6 9 22 34,是,2,100.0%
4094,25103,倒数2期两球组合,30,最后1名,29,25104,2 6 9 22 34,否,,0%
4095,25103,倒数3期两球组合,30,第1名,5,25104,2 6 9 22 34,否,,0%
4096,25103,倒数3期两球组合,30,最后1名,34 29 22,25104,2 6 9 22 34,是,34 22,66.7%
4097,25103,倒数4期两球组合,30,第1名,5,25104,2 6 9 22 34,否,,0%
4098,25103,倒数4期两球组合,30,最后1名,26,25104,2 6 9 22 34,否,,0%
4099,25103,倒数5期两球组合,30,第1名,34,25104,2 6 9 22 34,是,34,100.0%
4100,25103,倒数5期两球组合,30,最后1名,29 6,25104,2 6 9 22 34,是,6,50.0%
4101,25103,最新一期两球组合,20,第1名,2,25104,2 6 9 22 34,是,2,100.0%
4102,25103,最新一期两球组合,20,最后1名,29 12,25104,2 6 9 22 34,否,,0%
4103,25103,倒数2期两球组合,20,第1名,6,25104,2 6 9 22 34,是,6,100.0%
4104,25103,倒数2期两球组合,20,最后1名,7 22 20 4 3 25 23,25104,2 6 9 22 34,是,22,14.3%
4105,25103,倒数3期两球组合,20,第1名,8,25104,2 6 9 22 34,否,,0%
4106,25103,倒数3期两球组合,20,最后1名,29,25104,2 6 9 22 34,否,,0%
4107,25103,倒数4期两球组合,20,第1名,8,25104,2 6 9 22 34,否,,0%
4108,25103,倒数4期两球组合,20,最后1名,26 33,25104,2 6 9 22 34,否,,0%
4109,25103,倒数5期两球组合,20,第1名,32,25104,2 6 9 22 34,否,,0%
4110,25103,倒数5期两球组合,20,最后1名,29 5 14 10,25104,2 6 9 22 34,否,,0%
4111,25103,最新一期两球组合,10,第1名,23,25104,2 6 9 22 34,否,,0%
4112,25103,最新一期两球组合,10,最后1名,19 21 3 2 15,25104,2 6 9 22 34,是,2,20.0%
4113,25103,倒数2期两球组合,10,第1名,5,25104,2 6 9 22 34,否,,0%
4114,25103,倒数2期两球组合,10,最后1名,17,25104,2 6 9 22 34,否,,0%
4115,25103,倒数3期两球组合,10,第1名,5,25104,2 6 9 22 34,否,,0%
4116,25103,倒数3期两球组合,10,最后1名,29 12 14 20 10 13,25104,2 6 9 22 34,否,,0%
4117,25103,倒数4期两球组合,10,第1名,5,25104,2 6 9 22 34,否,,0%
4118,25103,倒数4期两球组合,10,最后1名,26,25104,2 6 9 22 34,否,,0%
4119,25103,倒数5期两球组合,10,第1名,32,25104,2 6 9 22 34,否,,0%
4120,25103,倒数5期两球组合,10,最后1名,29 12 15,25104,2 6 9 22 34,否,,0%
4121,25102,最新一期两球组合,50,第1名,28,25103,5 8 19 32 34,否,,0%
4122,25102,最新一期两球组合,50,最后1名,29 34 33 10 35 4,25103,5 8 19 32 34,是,34,16.7%
4123,25102,倒数2期两球组合,50,第1名,30,25103,5 8 19 32 34,否,,0%
4124,25102,倒数2期两球组合,50,最后1名,22 6,25103,5 8 19 32 34,否,,0%
4125,25102,倒数3期两球组合,50,第1名,14,25103,5 8 19 32 34,否,,0%
4126,25102,倒数3期两球组合,50,最后1名,22,25103,5 8 19 32 34,否,,0%
4127,25102,倒数4期两球组合,50,第1名,9,25103,5 8 19 32 34,否,,0%
4128,25102,倒数4期两球组合,50,最后1名,32,25103,5 8 19 32 34,是,32,100.0%
4129,25102,倒数5期两球组合,50,第1名,20,25103,5 8 19 32 34,否,,0%
4130,25102,倒数5期两球组合,50,最后1名,35,25103,5 8 19 32 34,否,,0%
4131,25102,最新一期两球组合,30,第1名,28,25103,5 8 19 32 34,否,,0%
4132,25102,最新一期两球组合,30,最后1名,1 2,25103,5 8 19 32 34,否,,0%
4133,25102,倒数2期两球组合,30,第1名,23,25103,5 8 19 32 34,否,,0%
4134,25102,倒数2期两球组合,30,最后1名,34 6 30,25103,5 8 19 32 34,是,34,33.3%
4135,25102,倒数3期两球组合,30,第1名,7,25103,5 8 19 32 34,否,,0%
4136,25102,倒数3期两球组合,30,最后1名,22 4 30 14,25103,5 8 19 32 34,否,,0%
4137,25102,倒数4期两球组合,30,第1名,35,25103,5 8 19 32 34,否,,0%
4138,25102,倒数4期两球组合,30,最后1名,3,25103,5 8 19 32 34,否,,0%
4139,25102,倒数5期两球组合,30,第1名,20,25103,5 8 19 32 34,否,,0%
4140,25102,倒数5期两球组合,30,最后1名,7 33 25 30 13 16 12,25103,5 8 19 32 34,否,,0%
4141,25102,最新一期两球组合,20,第1名,27,25103,5 8 19 32 34,否,,0%
4142,25102,最新一期两球组合,20,最后1名,2 24,25103,5 8 19 32 34,否,,0%
4143,25102,倒数2期两球组合,20,第1名,28,25103,5 8 19 32 34,否,,0%
4144,25102,倒数2期两球组合,20,最后1名,6 22,25103,5 8 19 32 34,否,,0%
4145,25102,倒数3期两球组合,20,第1名,28,25103,5 8 19 32 34,否,,0%
4146,25102,倒数3期两球组合,20,最后1名,32 3 34 1 25 31 20 12 2 17,25103,5 8 19 32 34,是,32 34,20.0%
4147,25102,倒数4期两球组合,20,第1名,9,25103,5 8 19 32 34,否,,0%
4148,25102,倒数4期两球组合,20,最后1名,3,25103,5 8 19 32 34,否,,0%
4149,25102,倒数5期两球组合,20,第1名,15,25103,5 8 19 32 34,否,,0%
4150,25102,倒数5期两球组合,20,最后1名,25,25103,5 8 19 32 34,否,,0%
4151,25102,最新一期两球组合,10,第1名,28,25103,5 8 19 32 34,否,,0%
4152,25102,最新一期两球组合,10,最后1名,29 21 11,25103,5 8 19 32 34,否,,0%
4153,25102,倒数2期两球组合,10,第1名,28,25103,5 8 19 32 34,否,,0%
4154,25102,倒数2期两球组合,10,最后1名,6,25103,5 8 19 32 34,否,,0%
4155,25102,倒数3期两球组合,10,第1名,28,25103,5 8 19 32 34,否,,0%
4156,25102,倒数3期两球组合,10,最后1名,21,25103,5 8 19 32 34,否,,0%
4157,25102,倒数4期两球组合,10,第1名,26,25103,5 8 19 32 34,否,,0%
4158,25102,倒数4期两球组合,10,最后1名,3,25103,5 8 19 32 34,否,,0%
4159,25102,倒数5期两球组合,10,第1名,13,25103,5 8 19 32 34,否,,0%
4160,25102,倒数5期两球组合,10,最后1名,35 33 3 12 1 24 14,25103,5 8 19 32 34,否,,0%
4161,25101,最新一期两球组合,50,第1名,26,25102,9 10 13 26 28,是,26,100.0%
4162,25101,最新一期两球组合,50,最后1名,31 35 29 27 5,25102,9 10 13 26 28,否,,0%
4163,25101,倒数2期两球组合,50,第1名,19,25102,9 10 13 26 28,否,,0%
4164,25101,倒数2期两球组合,50,最后1名,28,25102,9 10 13 26 28,是,28,100.0%
4165,25101,倒数3期两球组合,50,第1名,8,25102,9 10 13 26 28,否,,0%
4166,25101,倒数3期两球组合,50,最后1名,12 10 20,25102,9 10 13 26 28,是,10,33.3%
4167,25101,倒数4期两球组合,50,第1名,5,25102,9 10 13 26 28,否,,0%
4168,25101,倒数4期两球组合,50,最后1名,35 31,25102,9 10 13 26 28,否,,0%
4169,25101,倒数5期两球组合,50,第1名,26,25102,9 10 13 26 28,是,26,100.0%
4170,25101,倒数5期两球组合,50,最后1名,8,25102,9 10 13 26 28,否,,0%
4171,25101,最新一期两球组合,30,第1名,20,25102,9 10 13 26 28,否,,0%
4172,25101,最新一期两球组合,30,最后1名,23,25102,9 10 13 26 28,否,,0%
4173,25101,倒数2期两球组合,30,第1名,26,25102,9 10 13 26 28,是,26,100.0%
4174,25101,倒数2期两球组合,30,最后1名,17,25102,9 10 13 26 28,否,,0%
4175,25101,倒数3期两球组合,30,第1名,8,25102,9 10 13 26 28,否,,0%
4176,25101,倒数3期两球组合,30,最后1名,12 10 5,25102,9 10 13 26 28,是,10,33.3%
4177,25101,倒数4期两球组合,30,第1名,7,25102,9 10 13 26 28,否,,0%
4178,25101,倒数4期两球组合,30,最后1名,35,25102,9 10 13 26 28,否,,0%
4179,25101,倒数5期两球组合,30,第1名,16,25102,9 10 13 26 28,否,,0%
4180,25101,倒数5期两球组合,30,最后1名,21 6,25102,9 10 13 26 28,否,,0%
4181,25101,最新一期两球组合,20,第1名,7,25102,9 10 13 26 28,否,,0%
4182,25101,最新一期两球组合,20,最后1名,14,25102,9 10 13 26 28,否,,0%
4183,25101,倒数2期两球组合,20,第1名,19,25102,9 10 13 26 28,否,,0%
4184,25101,倒数2期两球组合,20,最后1名,28 3 33,25102,9 10 13 26 28,是,28,33.3%
4185,25101,倒数3期两球组合,20,第1名,26,25102,9 10 13 26 28,是,26,100.0%
4186,25101,倒数3期两球组合,20,最后1名,33 25 18 4 28 34 9,25102,9 10 13 26 28,是,28 9,28.6%
4187,25101,倒数4期两球组合,20,第1名,32,25102,9 10 13 26 28,否,,0%
4188,25101,倒数4期两球组合,20,最后1名,35,25102,9 10 13 26 28,否,,0%
4189,25101,倒数5期两球组合,20,第1名,16,25102,9 10 13 26 28,否,,0%
4190,25101,倒数5期两球组合,20,最后1名,29,25102,9 10 13 26 28,否,,0%
4191,25101,最新一期两球组合,10,第1名,6,25102,9 10 13 26 28,否,,0%
4192,25101,最新一期两球组合,10,最后1名,5,25102,9 10 13 26 28,否,,0%
4193,25101,倒数2期两球组合,10,第1名,32,25102,9 10 13 26 28,否,,0%
4194,25101,倒数2期两球组合,10,最后1名,28 3 30 11 34 20 23 13 10,25102,9 10 13 26 28,是,28 13 10,33.3%
4195,25101,倒数3期两球组合,10,第1名,8,25102,9 10 13 26 28,否,,0%
4196,25101,倒数3期两球组合,10,最后1名,31,25102,9 10 13 26 28,否,,0%
4197,25101,倒数4期两球组合,10,第1名,32,25102,9 10 13 26 28,否,,0%
4198,25101,倒数4期两球组合,10,最后1名,35,25102,9 10 13 26 28,否,,0%
4199,25101,倒数5期两球组合,10,第1名,19,25102,9 10 13 26 28,否,,0%
4200,25101,倒数5期两球组合,10,最后1名,34 35 14 27 17,25102,9 10 13 26 28,否,,0%
4201,25100,最新一期两球组合,50,第1名,26,25101,5 7 19 26 32,是,26,100.0%
4202,25100,最新一期两球组合,50,最后1名,34 7 25 29 15,25101,5 7 19 26 32,是,7,20.0%
4203,25100,倒数2期两球组合,50,第1名,19,25101,5 7 19 26 32,是,19,100.0%
4204,25100,倒数2期两球组合,50,最后1名,30 22,25101,5 7 19 26 32,否,,0%
4205,25100,倒数3期两球组合,50,第1名,31,25101,5 7 19 26 32,否,,0%
4206,25100,倒数3期两球组合,50,最后1名,27 6 21,25101,5 7 19 26 32,否,,0%
4207,25100,倒数4期两球组合,50,第1名,24,25101,5 7 19 26 32,否,,0%
4208,25100,倒数4期两球组合,50,最后1名,29,25101,5 7 19 26 32,否,,0%
4209,25100,倒数5期两球组合,50,第1名,35,25101,5 7 19 26 32,否,,0%
4210,25100,倒数5期两球组合,50,最后1名,18,25101,5 7 19 26 32,否,,0%
4211,25100,最新一期两球组合,30,第1名,8,25101,5 7 19 26 32,否,,0%
